eligibility_datetime_utc,item_id,eligibility,message
2025-06-04 8:50:07,274,TRUE,
2025-06-04 8:50:07,275,TRUE,
2025-06-04 8:50:07,56,TRUE,
2025-06-04 8:50:07,55,TRUE,
2025-06-04 8:50:07,53,TRUE,
2025-06-04 8:50:07,54,TRUE,
2025-06-04 8:50:07,276,TRUE,
2025-06-04 8:50:07,277,TRUE,
2025-06-04 8:50:07,278,TRUE,
2025-06-04 8:50:07,279,TRUE,
2025-06-04 8:50:07,280,TRUE,
2025-06-04 8:50:07,62,TRUE,
2025-06-04 8:50:07,60,TRUE,
2025-06-04 8:50:07,63,TRUE,
2025-06-04 8:50:07,61,TRUE,
2025-06-04 8:50:07,57,TRUE,
2025-06-04 8:50:07,281,TRUE,
2025-06-04 8:50:07,58,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,59,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,64,TRUE,
2025-06-04 8:50:07,68,TRUE,
2025-06-04 8:50:07,65,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,67,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,66,TRUE,
2025-06-04 8:50:07,154,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,152,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,282,TRUE,
2025-06-04 8:50:07,153,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,283,TRUE,
2025-06-04 8:50:07,83,TRUE,
2025-06-04 8:50:07,75,TRUE,
2025-06-04 8:50:07,81,TRUE,
2025-06-04 8:50:07,284,TRUE,
2025-06-04 8:50:07,285,TRUE,
2025-06-04 8:50:07,89,TRUE,
2025-06-04 8:50:07,286,TRUE,
2025-06-04 8:50:07,137,TRUE,
2025-06-04 8:50:07,146,TRUE,
2025-06-04 8:50:07,142,TRUE,
2025-06-04 8:50:07,150,TRUE,
2025-06-04 8:50:07,102,TRUE,
2025-06-04 8:50:07,123,TRUE,
2025-06-04 8:50:07,105,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,116,TRUE,
2025-06-04 8:50:07,94,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,98,TRUE,
2025-06-04 8:50:07,124,TRUE,
2025-06-04 8:50:07,106,TRUE,
2025-06-04 8:50:07,287,TRUE,
2025-06-04 8:50:07,288,TRUE,
2025-06-04 8:50:07,289,TRUE,
2025-06-04 8:50:07,91,TRUE,
2025-06-04 8:50:07,93,TRUE,
2025-06-04 8:50:07,290,TRUE,
2025-06-04 8:50:07,84,TRUE,
2025-06-04 8:50:07,126,TRUE,
2025-06-04 8:50:07,119,TRUE,
2025-06-04 8:50:07,131,TRUE,
2025-06-04 8:50:07,103,TRUE,
2025-06-04 8:50:07,115,TRUE,
2025-06-04 8:50:07,110,TRUE,
2025-06-04 8:50:07,112,TRUE,
2025-06-04 8:50:07,111,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,121,TRUE,
2025-06-04 8:50:07,132,TRUE,
2025-06-04 8:50:07,117,TRUE,
2025-06-04 8:50:07,114,TRUE,
2025-06-04 8:50:07,97,TRUE,
2025-06-04 8:50:07,118,TRUE,
2025-06-04 8:50:07,129,TRUE,
2025-06-04 8:50:07,104,TRUE,
2025-06-04 8:50:07,109,TRUE,
2025-06-04 8:50:07,108,TRUE,
2025-06-04 8:50:07,120,TRUE,
2025-06-04 8:50:07,95,TRUE,
2025-06-04 8:50:07,291,TRUE,
2025-06-04 8:50:07,100,TRUE,
2025-06-04 8:50:07,96,TRUE,
2025-06-04 8:50:07,107,TRUE,
2025-06-04 8:50:07,141,TRUE,
2025-06-04 8:50:07,147,TRUE,
2025-06-04 8:50:07,151,TRUE,
2025-06-04 8:50:07,148,TRUE,
2025-06-04 8:50:07,128,TRUE,
2025-06-04 8:50:07,122,TRUE,
2025-06-04 8:50:07,292,TRUE,
2025-06-04 8:50:07,99,TRUE,
2025-06-04 8:50:07,149,TRUE,
2025-06-04 8:50:07,139,TRUE,
2025-06-04 8:50:07,140,TRUE,
2025-06-04 8:50:07,144,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,69,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,90,TRUE,
2025-06-04 8:50:07,76,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,73,TRUE,
2025-06-04 8:50:07,82,TRUE,
2025-06-04 8:50:07,77,TRUE,
2025-06-04 8:50:07,293,TRUE,
2025-06-04 8:50:07,87,TRUE,
2025-06-04 8:50:07,145,TRUE,
2025-06-04 8:50:07,143,TRUE,
2025-06-04 8:50:07,135,TRUE,
2025-06-04 8:50:07,138,TRUE,
2025-06-04 8:50:07,294,TRUE,
2025-06-04 8:50:07,295,TRUE,
2025-06-04 8:50:07,296,TRUE,
2025-06-04 8:50:07,297,TRUE,
2025-06-04 8:50:07,125,TRUE,
2025-06-04 8:50:07,127,TRUE,
2025-06-04 8:50:07,113,TRUE,
2025-06-04 8:50:07,101,TRUE,
2025-06-04 8:50:07,86,TRUE,
2025-06-04 8:50:07,74,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,78,TRUE,
2025-06-04 8:50:07,79,TRUE,
2025-06-04 8:50:07,133,TRUE,
2025-06-04 8:50:07,136,TRUE,
2025-06-04 8:50:07,134,TRUE,
2025-06-04 8:50:07,92,TRUE,
2025-06-04 8:50:07,130,TRUE,
2025-06-04 8:50:07,72,TRUE,
2025-06-04 8:50:07,80,TRUE,
2025-06-04 8:50:07,298,FALSE,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 8:50:07,299,FALSE,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 8:50:07,300,FALSE,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 8:50:07,301,FALSE,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 8:50:07,302,FALSE,This product is either missing important information or contains incorrect information. Review in your product inventory.
2025-06-04 8:50:07,156,TRUE,
2025-06-04 8:50:07,158,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,157,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,159,TRUE,
2025-06-04 8:50:07,303,TRUE,
2025-06-04 8:50:07,304,TRUE,
2025-06-04 8:50:07,305,TRUE,
2025-06-04 8:50:07,306,TRUE,
2025-06-04 8:50:07,307,TRUE,
2025-06-04 8:50:07,155,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,308,TRUE,
2025-06-04 8:50:07,70,TRUE,
2025-06-04 8:50:07,71,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,88,TRUE,
2025-06-04 8:50:07,85,TRUE,
2025-06-04 8:50:07,309,TRUE,
2025-06-04 8:50:07,161,TRUE,
2025-06-04 8:50:07,160,TRUE,
2025-06-04 8:50:07,310,TRUE,
2025-06-04 8:50:07,311,TRUE,
2025-06-04 8:50:07,312,TRUE,
2025-06-04 8:50:07,313,TRUE,
2025-06-04 8:50:07,162,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,164,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,165,TRUE,
2025-06-04 8:50:07,163,TRUE,
2025-06-04 8:50:07,218,TRUE,
2025-06-04 8:50:07,215,TRUE,
2025-06-04 8:50:07,212,TRUE,
2025-06-04 8:50:07,167,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,173,TRUE,
2025-06-04 8:50:07,170,TRUE,
2025-06-04 8:50:07,166,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,171,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,168,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,169,TRUE,
2025-06-04 8:50:07,172,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,176,TRUE,
2025-06-04 8:50:07,175,TRUE,
2025-06-04 8:50:07,177,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,314,TRUE,
2025-06-04 8:50:07,315,TRUE,
2025-06-04 8:50:07,316,TRUE,
2025-06-04 8:50:07,317,TRUE,
2025-06-04 8:50:07,318,TRUE,
2025-06-04 8:50:07,319,TRUE,
2025-06-04 8:50:07,320,TRUE,
2025-06-04 8:50:07,321,TRUE,
2025-06-04 8:50:07,322,TRUE,
2025-06-04 8:50:07,323,TRUE,
2025-06-04 8:50:07,324,TRUE,
2025-06-04 8:50:07,248,TRUE,
2025-06-04 8:50:07,242,TRUE,
2025-06-04 8:50:07,241,TRUE,
2025-06-04 8:50:07,236,TRUE,
2025-06-04 8:50:07,244,TRUE,
2025-06-04 8:50:07,246,TRUE,
2025-06-04 8:50:07,247,TRUE,
2025-06-04 8:50:07,240,TRUE,
2025-06-04 8:50:07,239,TRUE,
2025-06-04 8:50:07,245,TRUE,
2025-06-04 8:50:07,243,TRUE,
2025-06-04 8:50:07,238,TRUE,
2025-06-04 8:50:07,237,TRUE,
2025-06-04 8:50:07,235,TRUE,
2025-06-04 8:50:07,234,TRUE,
2025-06-04 8:50:07,325,TRUE,
2025-06-04 8:50:07,233,TRUE,
2025-06-04 8:50:07,232,TRUE,
2025-06-04 8:50:07,231,TRUE,
2025-06-04 8:50:07,230,TRUE,
2025-06-04 8:50:07,228,TRUE,
2025-06-04 8:50:07,229,TRUE,
2025-06-04 8:50:07,227,TRUE,
2025-06-04 8:50:07,223,TRUE,
2025-06-04 8:50:07,224,TRUE,
2025-06-04 8:50:07,221,TRUE,
2025-06-04 8:50:07,217,TRUE,
2025-06-04 8:50:07,225,TRUE,
2025-06-04 8:50:07,220,TRUE,
2025-06-04 8:50:07,226,TRUE,
2025-06-04 8:50:07,219,TRUE,
2025-06-04 8:50:07,211,TRUE,
2025-06-04 8:50:07,326,TRUE,
2025-06-04 8:50:07,210,TRUE,
2025-06-04 8:50:07,201,TRUE,
2025-06-04 8:50:07,327,TRUE,
2025-06-04 8:50:07,328,TRUE,
2025-06-04 8:50:07,207,TRUE,
2025-06-04 8:50:07,198,TRUE,
2025-06-04 8:50:07,205,TRUE,
2025-06-04 8:50:07,209,TRUE,
2025-06-04 8:50:07,329,TRUE,
2025-06-04 8:50:07,203,TRUE,
2025-06-04 8:50:07,330,TRUE,
2025-06-04 8:50:07,208,TRUE,
2025-06-04 8:50:07,206,TRUE,
2025-06-04 8:50:07,202,TRUE,
2025-06-04 8:50:07,197,TRUE,
2025-06-04 8:50:07,196,TRUE,
2025-06-04 8:50:07,204,TRUE,
2025-06-04 8:50:07,200,TRUE,
2025-06-04 8:50:07,199,TRUE,
2025-06-04 8:50:07,194,TRUE,
2025-06-04 8:50:07,192,TRUE,
2025-06-04 8:50:07,195,TRUE,
2025-06-04 8:50:07,193,TRUE,
2025-06-04 8:50:07,191,TRUE,
2025-06-04 8:50:07,190,TRUE,
2025-06-04 8:50:07,189,TRUE,
2025-06-04 8:50:07,187,TRUE,
2025-06-04 8:50:07,188,TRUE,
2025-06-04 8:50:07,186,TRUE,
2025-06-04 8:50:07,184,TRUE,
2025-06-04 8:50:07,185,TRUE,
2025-06-04 8:50:07,180,TRUE,
2025-06-04 8:50:07,179,TRUE,
2025-06-04 8:50:07,182,TRUE,
2025-06-04 8:50:07,331,TRUE,
2025-06-04 8:50:07,178,TRUE,
2025-06-04 8:50:07,181,TRUE,
2025-06-04 8:50:07,183,TRUE,
2025-06-04 8:50:07,174,TRUE,
2025-06-04 8:50:07,216,TRUE,
2025-06-04 8:50:07,332,TRUE,
2025-06-04 8:50:07,213,TRUE,
2025-06-04 8:50:07,222,TRUE,
2025-06-04 8:50:07,214,TRUE,
2025-06-04 8:50:07,251,TRUE,
2025-06-04 8:50:07,257,TRUE,
2025-06-04 8:50:07,254,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,250,TRUE,
2025-06-04 8:50:07,260,TRUE,
2025-06-04 8:50:07,255,TRUE,
2025-06-04 8:50:07,258,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,256,TRUE,
2025-06-04 8:50:07,253,TRUE,
2025-06-04 8:50:07,263,TRUE,
2025-06-04 8:50:07,261,TRUE,
2025-06-04 8:50:07,259,TRUE,
2025-06-04 8:50:07,262,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,252,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,249,TRUE,
2025-06-04 8:50:07,333,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-04 8:50:07,267,TRUE,
2025-06-04 8:50:07,264,TRUE,
2025-06-04 8:50:07,269,TRUE,
2025-06-04 8:50:07,268,TRUE,
2025-06-04 8:50:07,334,TRUE,
2025-06-04 8:50:07,335,TRUE,
2025-06-04 8:50:07,336,TRUE,
2025-06-04 8:50:07,266,TRUE,
2025-06-04 8:50:07,265,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,41,TRUE,
2025-06-05 8:50:07,29,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,270,TRUE,
2025-06-05 8:50:07,31,TRUE,
2025-06-05 8:50:07,26,TRUE,
2025-06-05 8:50:07,25,TRUE,
2025-06-05 8:50:07,34,TRUE,
2025-06-05 8:50:07,28,TRUE,
2025-06-05 8:50:07,32,TRUE,
2025-06-05 8:50:07,33,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,27,TRUE,
2025-06-05 8:50:07,23,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,24,TRUE,
2025-06-05 8:50:07,35,TRUE,
2025-06-05 8:50:07,30,TRUE,
2025-06-05 8:50:07,36,TRUE,
2025-06-05 8:50:07,19,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,15,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,16,TRUE,
2025-06-05 8:50:07,18,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,17,TRUE,
2025-06-05 8:50:07,21,TRUE,
2025-06-05 8:50:07,20,TRUE,
2025-06-05 8:50:07,22,TRUE,
2025-06-05 8:50:07,13,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,38,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,5,TRUE,
2025-06-05 8:50:07,7,TRUE,
2025-06-05 8:50:07,42,TRUE,
2025-06-05 8:50:07,14,TRUE,
2025-06-05 8:50:07,10,TRUE,
2025-06-05 8:50:07,6,TRUE,
2025-06-05 8:50:07,271,TRUE,
2025-06-05 8:50:07,4,TRUE,
2025-06-05 8:50:07,40,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,8,TRUE,
2025-06-05 8:50:07,39,TRUE,
2025-06-05 8:50:07,9,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,3,TRUE,
2025-06-05 8:50:07,43,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,11,TRUE,
2025-06-05 8:50:07,2,TRUE,
2025-06-05 8:50:07,44,TRUE,
2025-06-05 8:50:07,1,TRUE,
2025-06-05 8:50:07,12,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,0,TRUE,
2025-06-05 8:50:07,37,TRUE,
2025-06-05 8:50:07,49,TRUE,
2025-06-05 8:50:07,52,TRUE,
2025-06-05 8:50:07,50,TRUE,
2025-06-05 8:50:07,46,TRUE,
2025-06-05 8:50:07,48,TRUE,
2025-06-05 8:50:07,45,TRUE,
2025-06-05 8:50:07,47,TRUE,
2025-06-05 8:50:07,51,TRUE,
2025-06-05 8:50:07,272,TRUE,
2025-06-05 8:50:07,273,TRUE,
2025-06-05 8:50:07,274,TRUE,
2025-06-05 8:50:07,275,TRUE,
2025-06-05 8:50:07,56,TRUE,
2025-06-05 8:50:07,55,TRUE,
2025-06-05 8:50:07,53,TRUE,
2025-06-05 8:50:07,54,TRUE,
2025-06-05 8:50:07,276,TRUE,
2025-06-05 8:50:07,277,TRUE,
2025-06-05 8:50:07,278,TRUE,
2025-06-05 8:50:07,279,TRUE,
2025-06-05 8:50:07,280,TRUE,
2025-06-05 8:50:07,62,TRUE,
2025-06-05 8:50:07,60,TRUE,
2025-06-05 8:50:07,63,TRUE,
2025-06-05 8:50:07,61,TRUE,
2025-06-05 8:50:07,57,TRUE,
2025-06-05 8:50:07,281,TRUE,
2025-06-05 8:50:07,58,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,59,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,64,TRUE,
2025-06-05 8:50:07,68,TRUE,
2025-06-05 8:50:07,65,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,67,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,66,TRUE,
2025-06-05 8:50:07,154,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,152,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,282,TRUE,
2025-06-05 8:50:07,153,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,283,TRUE,
2025-06-05 8:50:07,83,TRUE,
2025-06-05 8:50:07,75,TRUE,
2025-06-05 8:50:07,81,TRUE,
2025-06-05 8:50:07,284,TRUE,
2025-06-05 8:50:07,285,TRUE,
2025-06-05 8:50:07,89,TRUE,
2025-06-05 8:50:07,286,TRUE,
2025-06-05 8:50:07,137,TRUE,
2025-06-05 8:50:07,146,TRUE,
2025-06-05 8:50:07,142,TRUE,
2025-06-05 8:50:07,150,TRUE,
2025-06-05 8:50:07,102,TRUE,
2025-06-05 8:50:07,123,TRUE,
2025-06-05 8:50:07,105,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,116,TRUE,
2025-06-05 8:50:07,94,FALSE,This product's cost to Amazon does not allow us to meet customers’ pricing expectations. Consider reducing the cost. It may take a few weeks for your product to become eligible to advertise after you reduce the cost.
2025-06-05 8:50:07,98,TRUE,
2025-06-05 8:50:07,124,TRUE,
2025-06-05 8:50:07,106,TRUE,
2025-06-05 8:50:07,287,TRUE,
2025-06-05 8:50:07,288,TRUE,
2025-06-05 8:50:07,289,TRUE,
2025-06-05 8:50:07,91,TRUE,
2025-06-05 8:50:07,93,TRUE,
